ticker,sector,industry
HUM,Healthcare,Healthcare Plans
INTU,Technology,Software—Application
SCVL,Consumer Cyclical,Apparel Retail
CSTR,Financial Services,Banks—Regional
ALG,Industrials,Farm & Heavy Construction Machinery
MCHP,Technology,Semiconductors
BANF,Financial Services,Banks—Regional
CB,Financial Services,Insurance—Property & Casualty
SANM,Technology,Electronic Components
TCBK,Financial Services,Banks—Regional
ATR,Healthcare,Medical Instruments & Supplies
ORLY,Consumer Cyclical,Specialty Retail
RCL,Consumer Cyclical,Travel Services
HWM,Industrials,Aerospace & Defense
AVNT,Basic Materials,Specialty Chemicals
JBL,Technology,Electronic Components
ANIK,Healthcare,Medical Instruments & Supplies
RGA,Financial Services,Insurance—Reinsurance
GABC,Financial Services,Banks—Regional
CDW,Technology,Information Technology Services
ALL,Financial Services,Insurance—Property & Casualty
IRTC,Healthcare,Medical Devices
LGF-A,Communication Services,Entertainment
OFIX,Healthcare,Medical Devices
SPNS,Technology,Software—Application
PZZA,Consumer Cyclical,Restaurants
THRM,Consumer Cyclical,Auto Parts
BL,Technology,Software—Application
GRWG,Consumer Cyclical,Specialty Retail
PFC,Financial Services,Banks—Regional
MCRI,Consumer Cyclical,Resorts & Casinos
BWA,Consumer Cyclical,Auto Parts
SPTN,Consumer Defensive,Food Distribution
PFGC,Consumer Defensive,Food Distribution
LW,Consumer Defensive,Packaged Foods
ARWR,Healthcare,Biotechnology
CASH,Financial Services,Banks—Regional
KDP,Consumer Defensive,Beverages—Non-Alcoholic
MAR,Consumer Cyclical,Lodging
BDC,Technology,Communication Equipment
QCRH,Financial Services,Banks—Regional
VREX,Healthcare,Medical Devices
BYD,Consumer Cyclical,Resorts & Casinos
DECK,Consumer Cyclical,Footwear & Accessories
COST,Consumer Defensive,Discount Stores
FFIN,Financial Services,Banks—Regional
PTEN,Energy,Oil & Gas Drilling
INCY,Healthcare,Biotechnology
ROCK,Industrials,Building Products & Equipment
ITRI,Technology,Scientific & Technical Instruments
URBN,Consumer Cyclical,Apparel Retail
CARS,Consumer Cyclical,Auto & Truck Dealerships
UFPI,Basic Materials,Lumber & Wood Production
ICHR,Technology,Semiconductor Equipment & Materials
FWRD,Industrials,Integrated Freight & Logistics
VIAV,Technology,Communication Equipment
KALV,Healthcare,Biotechnology
NYCB,Financial Services,Banks—Regional
SHOO,Consumer Cyclical,Footwear & Accessories
EMN,Basic Materials,Specialty Chemicals
LNG,Energy,Oil & Gas Midstream
HAIN,Consumer Defensive,Packaged Foods
INSE,Consumer Cyclical,Gambling
METC,Basic Materials,Coking Coal
WTTR,Basic Materials,Specialty Chemicals
MLM,Basic Materials,Building Materials
TSCO,Consumer Cyclical,Specialty Retail
ALB,Basic Materials,Specialty Chemicals
BZH,Consumer Cyclical,Residential Construction
IVZ,Financial Services,Asset Management
WRK,Consumer Cyclical,Packaging & Containers
BCRX,Healthcare,Biotechnology
CPRT,Industrials,Specialty Business Services
SCSC,Technology,Electronics & Computer Distribution
LMNR,Consumer Defensive,Farm Products
FMBH,Financial Services,Banks—Regional
EXP,Basic Materials,Building Materials
AEO,Consumer Cyclical,Apparel Retail
HLNE,Financial Services,Asset Management
IR,Industrials,Specialty Industrial Machinery
PUMP,Energy,Oil & Gas Equipment & Services
ABCB,Financial Services,Banks—Regional
PENN,Consumer Cyclical,Resorts & Casinos
SSD,Basic Materials,Lumber & Wood Production
LBRT,Energy,Oil & Gas Equipment & Services
VRDN,Healthcare,Biotechnology
HCC,Basic Materials,Coking Coal
FDP,Consumer Defensive,Farm Products
GBX,Industrials,Railroads
GEO,Industrials,Security & Protection Services
SOI,Energy,Oil & Gas Equipment & Services
ADTN,Technology,Communication Equipment
AMED,Healthcare,Medical Care Facilities
YEXT,Technology,Software—Infrastructure
DAR,Consumer Defensive,Packaged Foods
AYX,Technology,Software—Application
RS,Basic Materials,Steel
OKTA,Technology,Software—Infrastructure
KNX,Industrials,Trucking
AZPN,Technology,Software—Application
CVLG,Industrials,Trucking
HDSN,Basic Materials,Specialty Chemicals
FTI,Energy,Oil & Gas Equipment & Services
NWBI,Financial Services,Banks—Regional
COF,Financial Services,Credit Services
AM,Energy,Oil & Gas Midstream
SVRA,Healthcare,Biotechnology
APPN,Technology,Software—Infrastructure
ALT,Healthcare,Biotechnology
MGY,Energy,Oil & Gas E&P
HAFC,Financial Services,Banks—Regional
AGS,Consumer Cyclical,Gambling
NSIT,Technology,Electronics & Computer Distribution
WOW,Communication Services,Telecom Services
SGH,Technology,Semiconductors
ACIW,Technology,Software—Infrastructure
BY,Financial Services,Banks—Regional
DLTR,Consumer Defensive,Discount Stores
MRSN,Healthcare,Biotechnology
CBZ,Industrials,Specialty Business Services
BMRC,Financial Services,Banks—Regional
BHF,Financial Services,Insurance—Life
ADV,Communication Services,Advertising Agencies
HLIT,Technology,Communication Equipment
RNGR,Energy,Oil & Gas Equipment & Services
DRI,Consumer Cyclical,Restaurants
RMD,Healthcare,Medical Instruments & Supplies
AGTI,Healthcare,Health Information Services
RDFN,Real Estate,Real Estate Services
BKR,Energy,Oil & Gas Equipment & Services
PETQ,Healthcare,Drug Manufacturers—Specialty & Generic
NEXT,Energy,Oil & Gas E&P
ALPN,Healthcare,Biotechnology
ECVT,Basic Materials,Specialty Chemicals
KRYS,Healthcare,Biotechnology
CELC,Healthcare,Biotechnology
CEIX,Energy,Thermal Coal
ROKU,Communication Services,Entertainment
DCPH,Healthcare,Drug Manufacturers—Specialty & Generic
MDB,Technology,Software—Infrastructure
FNKO,Consumer Cyclical,Leisure
ALTR,Technology,Software—Infrastructure
CARG,Consumer Cyclical,Auto & Truck Dealerships
PACK,Consumer Cyclical,Packaging & Containers
BAND,Technology,Software—Infrastructure
EYE,Consumer Cyclical,Specialty Retail
OSW,Consumer Cyclical,Leisure
ACMR,Technology,Semiconductor Equipment & Materials
SFIX,Consumer Cyclical,Apparel Retail
ARCT,Healthcare,Biotechnology
NMRK,Real Estate,Real Estate Services
EQH,Financial Services,Insurance—Diversified
WSC,Industrials,Rental & Leasing Services
DNLI,Healthcare,Biotechnology
QTRX,Healthcare,Medical Devices
AMEH,Healthcare,Medical Care Facilities
PAGS,Technology,Software—Infrastructure
GTES,Industrials,Specialty Industrial Machinery
RCKT,Healthcare,Biotechnology
MSGE,Consumer Cyclical,Leisure
EOLS,Healthcare,Drug Manufacturers—Specialty & Generic
ADT,Industrials,Security & Protection Services
WHD,Energy,Oil & Gas Equipment & Services
ZS,Technology,Software—Infrastructure
STEP,Financial Services,Asset Management
RCUS,Healthcare,Biotechnology
DBX,Technology,Software—Infrastructure
IBEX,Technology,Information Technology Services
SPOT,Communication Services,Internet Content & Information
ZUO,Technology,Software—Infrastructure
WH,Consumer Cyclical,Lodging
SMAR,Technology,Software—Application
DOCU,Technology,Software—Application
CHX,Energy,Oil & Gas Equipment & Services
LASR,Technology,Semiconductors
GSHD,Financial Services,Insurance—Diversified
ROAD,Industrials,Engineering & Construction
LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
INSP,Healthcare,Medical Devices
SRRK,Healthcare,Biotechnology
KNSA,Healthcare,Biotechnology
MGTX,Healthcare,Biotechnology
DOMO,Technology,Software—Application
BV,Industrials,Specialty Business Services
IIIV,Technology,Software—Infrastructure
SKY,Consumer Cyclical,Residential Construction
XERS,Healthcare,Biotechnology
BE,Industrials,Electrical Equipment & Parts
RPAY,Technology,Software—Infrastructure
EVER,Communication Services,Internet Content & Information
CCB,Financial Services,Banks—Regional
BJ,Consumer Defensive,Discount Stores
REPL,Healthcare,Biotechnology
ALLK,Healthcare,Biotechnology
CRNX,Healthcare,Biotechnology
TENB,Technology,Software—Infrastructure
ARLO,Industrials,Building Products & Equipment
SONO,Technology,Consumer Electronics
CWK,Real Estate,Real Estate Services
LQDA,Healthcare,Biotechnology
IMXI,Technology,Software—Infrastructure
FTDR,Consumer Cyclical,Personal Services
ELAN,Healthcare,Drug Manufacturers—Specialty & Generic
AMTB,Financial Services,Banks—Regional
CRK,Energy,Oil & Gas E&P
STR,Energy,Oil & Gas E&P
REZI,Industrials,Security & Protection Services
STRO,Healthcare,Biotechnology
EB,Technology,Software—Application
ARVN,Healthcare,Biotechnology
GRTS,Healthcare,Biotechnology
UPWK,Industrials,Staffing & Employment Services
GH,Healthcare,Diagnostics & Research
KOD,Healthcare,Biotechnology
YMAB,Healthcare,Biotechnology
ALLO,Healthcare,Biotechnology
SIBN,Healthcare,Medical Devices
TWST,Healthcare,Diagnostics & Research
ESTC,Technology,Software—Application
UTZ,Consumer Defensive,Packaged Foods
VRRM,Industrials,Infrastructure Operations
STNE,Technology,Software—Infrastructure
AMK,Financial Services,Asset Management
ETRN,Energy,Oil & Gas Midstream
AXNX,Healthcare,Medical Devices
MRNA,Healthcare,Biotechnology
KNTK,Energy,Oil & Gas Midstream
NFE,Utilities,Utilities—Regulated Gas
DOW,Basic Materials,Chemicals
RVLV,Consumer Cyclical,Internet Retail
ORGO,Healthcare,Drug Manufacturers—Specialty & Generic
PSTX,Healthcare,Biotechnology
ALEC,Healthcare,Biotechnology
FOXA,Communication Services,Entertainment
COIN,Financial Services,Financial Data & Stock Exchanges
SWAV,Healthcare,Medical Devices
LYFT,Technology,Software—Application
SILK,Healthcare,Medical Devices
TW,Financial Services,Capital Markets
XFOR,Healthcare,Biotechnology
TH,Industrials,Specialty Business Services
PLMR,Financial Services,Insurance—Property & Casualty
PD,Technology,Software—Application
ZM,Technology,Software—Application
PINS,Communication Services,Internet Content & Information
KTB,Consumer Cyclical,Apparel Manufacturing
TMDX,Healthcare,Medical Devices
AVTR,Basic Materials,Specialty Chemicals
UBER,Technology,Software—Application
FSLY,Technology,Software—Application
IDYA,Healthcare,Biotechnology
PSN,Technology,Information Technology Services
CTVA,Basic Materials,Agricultural Inputs
CRWD,Technology,Software—Infrastructure
CLVT,Technology,Information Technology Services
STOK,Healthcare,Biotechnology
BBIO,Healthcare,Biotechnology
AKRO,Healthcare,Biotechnology
ADPT,Healthcare,Biotechnology
MORF,Healthcare,Biotechnology
KRTX,Healthcare,Biotechnology
INBX,Healthcare,Biotechnology
CMBM,Technology,Communication Equipment
MIRM,Healthcare,Biotechnology
PHR,Healthcare,Health Information Services
HCAT,Healthcare,Health Information Services
CSTL,Healthcare,Diagnostics & Research
KRUS,Consumer Cyclical,Restaurants
RAPT,Healthcare,Biotechnology
DT,Technology,Software—Application
ONEW,Consumer Cyclical,Specialty Retail
CFB,Financial Services,Banks—Regional
CTOS,Industrials,Rental & Leasing Services
NVST,Healthcare,Medical Instruments & Supplies
OPCH,Healthcare,Medical Care Facilities
INMD,Healthcare,Medical Devices
SWTX,Healthcare,Biotechnology
NET,Technology,Software—Infrastructure
CRNC,Technology,Software—Application
DDOG,Technology,Software—Application
PTON,Consumer Cyclical,Leisure
VIR,Healthcare,Biotechnology
TXG,Healthcare,Health Information Services
PNTG,Healthcare,Medical Care Facilities
KRT,Consumer Cyclical,Packaging & Containers
BRBR,Consumer Defensive,Packaged Foods
PGNY,Healthcare,Health Information Services
BEAM,Healthcare,Biotechnology
CABA,Healthcare,Biotechnology
PHAT,Healthcare,Biotechnology
FDMT,Healthcare,Biotechnology
ETNB,Healthcare,Biotechnology
SITM,Technology,Semiconductors
AHCO,Healthcare,Medical Devices
BILL,Technology,Software—Application
REYN,Consumer Cyclical,Packaging & Containers
XP,Financial Services,Capital Markets
SPT,Technology,Software—Application
IMVT,Healthcare,Biotechnology
ARQT,Healthcare,Biotechnology
SDGR,Healthcare,Health Information Services
RVMD,Healthcare,Biotechnology
POWW,Industrials,Aerospace & Defense
VRT,Industrials,Electrical Equipment & Parts
OTIS,Industrials,Specialty Industrial Machinery
CARR,Industrials,Building Products & Equipment
AZEK,Industrials,Building Products & Equipment
VNT,Technology,Scientific & Technical Instruments
ALTG,Industrials,Rental & Leasing Services
NARI,Healthcare,Medical Devices
LUNG,Healthcare,Medical Devices
ACCD,Healthcare,Health Information Services
ORIC,Healthcare,Biotechnology
PCOR,Technology,Software—Application
GDYN,Technology,Information Technology Services
ETWO,Technology,Software—Application
ZNTL,Healthcare,Biotechnology
SPHR,Communication Services,Entertainment
KROS,Healthcare,Biotechnology
ALIT,Technology,Software—Application
PLRX,Healthcare,Biotechnology
RNA,Healthcare,Biotechnology
RPRX,Healthcare,Biotechnology
FOUR,Technology,Software—Infrastructure
ACEL,Consumer Cyclical,Gambling
LPRO,Financial Services,Credit Services
PCVX,Healthcare,Biotechnology
RXT,Technology,Software—Infrastructure
RLAY,Healthcare,Biotechnology
IAC,Communication Services,Internet Content & Information
ALXO,Healthcare,Biotechnology
NCNO,Technology,Software—Application
JAMF,Technology,Software—Application
MEG,Industrials,Waste Management
VITL,Consumer Defensive,Farm Products
BIGC,Technology,Software—Application
NRIX,Healthcare,Biotechnology
ANNX,Healthcare,Biotechnology
INZY,Healthcare,Biotechnology
BEPC,Utilities,Utilities—Renewable
KYMR,Healthcare,Biotechnology
HRMY,Healthcare,Biotechnology
MAXN,Technology,Solar
OM,Healthcare,Medical Devices
U,Technology,Software—Application
PLTR,Technology,Software—Infrastructure
DYN,Healthcare,Biotechnology
COGT,Healthcare,Biotechnology
AMWL,Healthcare,Health Information Services
GRNT,Energy,Oil & Gas E&P
ASAN,Technology,Software—Application
PTVE,Consumer Cyclical,Packaging & Containers
PMVP,Healthcare,Biotechnology
ASO,Consumer Cyclical,Specialty Retail
BSY,Technology,Software—Application
TARS,Healthcare,Biotechnology
CRSR,Technology,Computer Hardware
THRY,Communication Services,Internet Content & Information
DCGO,Healthcare,Medical Care Facilities
MAX,Communication Services,Internet Content & Information
HYLN,Consumer Cyclical,Auto Parts
ARRY,Technology,Solar
CERE,Healthcare,Biotechnology
LESL,Consumer Cyclical,Specialty Retail
AVIR,Healthcare,Biotechnology
ALGM,Technology,Semiconductors
SHC,Healthcare,Diagnostics & Research
MRVI,Healthcare,Biotechnology
AMPS,Utilities,Utilities—Renewable
CNXC,Technology,Information Technology Services
GCMG,Financial Services,Asset Management
MP,Basic Materials,Other Industrial Metals & Mining
OLMA,Healthcare,Biotechnology
AFRM,Technology,Software—Infrastructure
CERT,Healthcare,Health Information Services
DASH,Communication Services,Internet Content & Information
AAN,Industrials,Rental & Leasing Services
RBLX,Communication Services,Electronic Gaming & Multimedia
ABNB,Consumer Cyclical,Travel Services
MASS,Healthcare,Medical Devices
WOOF,Consumer Cyclical,Specialty Retail
PUBM,Technology,Software—Application
OPEN,Real Estate,Real Estate Services
FRGE,Technology,Software—Application
ASLE,Industrials,Airports & Air Services
S,Technology,Software—Infrastructure
RSI,Consumer Cyclical,Gambling
SHLS,Technology,Solar
MNTK,Utilities,Utilities—Diversified
CGEM,Healthcare,Biotechnology
LSEA,Real Estate,Real Estate—Development
DRVN,Consumer Cyclical,Auto & Truck Dealerships
PLTK,Communication Services,Electronic Gaming & Multimedia
PAX,Financial Services,Asset Management
ONTF,Technology,Software—Application
BMBL,Technology,Software—Application
DFH,Consumer Cyclical,Residential Construction
TERN,Healthcare,Biotechnology
HIMS,Consumer Defensive,Household & Personal Products
SANA,Healthcare,Biotechnology
NRGV,Utilities,Utilities—Renewable
OSCR,Healthcare,Healthcare Plans
IRON,Healthcare,Biotechnology
SNCY,Industrials,Airlines
NUVB,Healthcare,Biotechnology
CPNG,Consumer Cyclical,Internet Retail
SLDP,Industrials,Electrical Equipment & Parts
KIND,Communication Services,Internet Content & Information
AUR,Technology,Information Technology Services
HAYW,Industrials,Electrical Equipment & Parts
LLAP,Industrials,Aerospace & Defense
PL,Industrials,Aerospace & Defense
NAPA,Consumer Defensive,Beverages—Wineries & Distilleries
DOCN,Technology,Software—Infrastructure
APP,Technology,Software—Application
ALHC,Healthcare,Healthcare Plans
COUR,Consumer Defensive,Education & Training Services
LBPH,Healthcare,Biotechnology
OLO,Technology,Software—Application
ALKT,Technology,Software—Application
AEVA,Technology,Software—Infrastructure
ACVA,Consumer Cyclical,Auto & Truck Dealerships
SEMR,Technology,Software—Application
DV,Technology,Software—Application
TDUP,Consumer Cyclical,Internet Retail
AGL,Healthcare,Medical Care Facilities
SKYT,Technology,Semiconductors
EWTX,Healthcare,Biotechnology
RXRX,Healthcare,Biotechnology
DRS,Industrials,Aerospace & Defense
COMP,Real Estate,Real Estate Services
PSFE,Technology,Software—Infrastructure
TMCI,Healthcare,Medical Devices
PRVA,Healthcare,Health Information Services
IAUX,Basic Materials,Gold
PATH,Technology,Software—Infrastructure
PYCR,Technology,Software—Application
ZETA,Technology,Software—Application
ME,Healthcare,Diagnostics & Research
SQSP,Technology,Software—Infrastructure
FLYW,Technology,Software—Infrastructure
ZIP,Industrials,Staffing & Employment Services
MLNK,Technology,Software—Application
ACT,Financial Services,Insurance—Specialty
BWMN,Industrials,Engineering & Construction
VMEO,Technology,Software—Application
DAWN,Healthcare,Biotechnology
SKIN,Consumer Defensive,Household & Personal Products
FIGS,Consumer Cyclical,Apparel Manufacturing
BLDE,Industrials,Airports & Air Services
VERA,Healthcare,Biotechnology
OGN,Healthcare,Drug Manufacturers—General
MQ,Technology,Software—Infrastructure
LFST,Healthcare,Medical Care Facilities
OWL,Financial Services,Asset Management
CNM,Industrials,Industrial Distribution
LYEL,Healthcare,Biotechnology
VERV,Healthcare,Biotechnology
CXM,Technology,Software—Application
SOFI,Financial Services,Credit Services
EVCM,Technology,Software—Infrastructure
DOCS,Healthcare,Health Information Services
CFLT,Technology,Software—Infrastructure
MCW,Consumer Cyclical,Personal Services
PWSC,Technology,Software—Application
YOU,Technology,Software—Application
JBI,Industrials,Building Products & Equipment
AVTE,Healthcare,Biotechnology
INDI,Technology,Semiconductor Equipment & Materials
DTM,Energy,Oil & Gas Midstream
FA,Industrials,Specialty Business Services
GLUE,Healthcare,Biotechnology
BASE,Technology,Software—Infrastructure
XMTR,Industrials,Specialty Industrial Machinery
RYAN,Financial Services,Insurance—Specialty
IAS,Communication Services,Advertising Agencies
INTA,Technology,Software—Application
SLGC,Healthcare,Health Information Services
PAYO,Technology,Software—Infrastructure
GAMB,Consumer Cyclical,Gambling
DUOL,Technology,Software—Application
CVRX,Healthcare,Medical Devices
AVPT,Technology,Software—Infrastructure
SGHT,Healthcare,Medical Devices
OMGA,Healthcare,Biotechnology
NABL,Technology,Information Technology Services
RXST,Healthcare,Medical Devices
ERAS,Healthcare,Biotechnology
LAW,Technology,Software—Application
CDRE,Industrials,Aerospace & Defense
LZ,Industrials,Specialty Business Services
CTKB,Healthcare,Medical Devices
HLLY,Consumer Cyclical,Auto Parts
XPOF,Consumer Cyclical,Leisure
EVLV,Industrials,Security & Protection Services
CRBU,Healthcare,Biotechnology
HOOD,Financial Services,Capital Markets
STGW,Communication Services,Advertising Agencies
VSCO,Consumer Cyclical,Apparel Retail
INST,Technology,Software—Application
COOK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
GXO,Industrials,Integrated Freight & Logistics
MTTR,Technology,Software—Application
NUVL,Healthcare,Biotechnology
ICVX,Healthcare,Biotechnology
EWCZ,Consumer Defensive,Household & Personal Products
ROVR,Communication Services,Internet Content & Information
CCCS,Technology,Software—Infrastructure
AMBP,Consumer Cyclical,Packaging & Containers
HCP,Technology,Software—Infrastructure
OABI,Healthcare,Biotechnology
TNGX,Healthcare,Biotechnology
PRCT,Healthcare,Medical Devices
DH,Healthcare,Health Information Services
TWKS,Technology,Information Technology Services
WRBY,Healthcare,Medical Instruments & Supplies
RKLB,Industrials,Aerospace & Defense
SMRT,Technology,Software—Application
TOST,Technology,Software—Infrastructure
HUMA,Healthcare,Biotechnology
ESMT,Technology,Software—Infrastructure
FRSH,Technology,Software—Application
STER,Technology,Software—Infrastructure
SOVO,Consumer Defensive,Packaged Foods
OLPX,Consumer Cyclical,Specialty Retail
BIRD,Consumer Cyclical,Apparel Retail
RELY,Technology,Software—Infrastructure
AMPL,Technology,Software—Application
JXN,Financial Services,Insurance—Life
BVH,Consumer Cyclical,Resorts & Casinos
FWRG,Consumer Cyclical,Restaurants
LTH,Consumer Cyclical,Leisure
SLVM,Basic Materials,Paper & Paper Products
THRX,Healthcare,Biotechnology
ENFN,Technology,Software—Application
AVDX,Technology,Software—Infrastructure
GTLB,Technology,Software—Application
NRDY,Technology,Software—Application
ARIS,Utilities,Utilities—Regulated Water
FNA,Healthcare,Medical Devices
COCO,Consumer Defensive,Beverages—Non-Alcoholic
PX,Financial Services,Asset Management
FLNC,Utilities,Utilities—Renewable
PTLO,Consumer Cyclical,Restaurants
VTYX,Healthcare,Biotechnology
CCSI,Technology,Software—Infrastructure
ROIV,Healthcare,Biotechnology
INFA,Technology,Software—Infrastructure
RIVN,Consumer Cyclical,Auto Manufacturers
UDMY,Consumer Defensive,Education & Training Services
DTC,Consumer Cyclical,Internet Retail
HRT,Industrials,Staffing & Employment Services
NRDS,Communication Services,Internet Content & Information
AURA,Healthcare,Biotechnology
EXFY,Technology,Software—Application
WEAV,Technology,Software—Application
NVTS,Technology,Semiconductors
BRZE,Technology,Software—Application
SG,Consumer Cyclical,Restaurants
KD,Technology,Information Technology Services
NN,Technology,Software—Infrastructure
NU,Financial Services,Banks—Regional
ACDC,Energy,Oil & Gas Equipment & Services
CRGY,Energy,Oil & Gas E&P
DOUG,Real Estate,Real Estate Services
AMLX,Healthcare,Biotechnology
CRDO,Technology,Communication Equipment
TPG,Financial Services,Asset Management
EE,Energy,Oil & Gas Midstream
ACLX,Healthcare,Biotechnology
CEG,Utilities,Utilities—Renewable
EMBC,Healthcare,Medical Instruments & Supplies
ESAB,Industrials,Metal Fabrication
CRBG,Financial Services,Asset Management
HLVX,Healthcare,Biotechnology
EHAB,Healthcare,Medical Care Facilities
THRD,Healthcare,Biotechnology
XPER,Technology,Software—Application
BHVN,Healthcare,Biotechnology
RXO,Industrials,Trucking
SKWD,Financial Services,Insurance—Property & Casualty
GEHC,Healthcare,Health Information Services
MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VTS,Energy,Oil & Gas E&P
MLYS,Healthcare,Biotechnology
AESI,Energy,Oil & Gas Equipment & Services
NXT,Technology,Solar
CXT,Industrials,Specialty Industrial Machinery
SBGI,Communication Services,Entertainment
HA,Industrials,Airlines
PLAY,Communication Services,Entertainment
WAB,Industrials,Railroads
EAF,Industrials,Electrical Equipment & Parts
KFRC,Industrials,Staffing & Employment Services
IART,Healthcare,Medical Devices
ACGL,Financial Services,Insurance—Diversified
MD,Healthcare,Medical Care Facilities
NOVT,Technology,Scientific & Technical Instruments
MYGN,Healthcare,Diagnostics & Research
RNR,Financial Services,Insurance—Reinsurance
THG,Financial Services,Insurance—Property & Casualty
DO,Energy,Oil & Gas Drilling
POOL,Industrials,Industrial Distribution
DVA,Healthcare,Medical Care Facilities
BANR,Financial Services,Banks—Regional
OPK,Healthcare,Diagnostics & Research
HSIC,Healthcare,Medical Distribution
AEIS,Industrials,Electrical Equipment & Parts
EL,Consumer Defensive,Household & Personal Products
WAT,Healthcare,Diagnostics & Research
SAM,Consumer Defensive,Beverages—Brewers
FFIC,Financial Services,Banks—Regional
NTAP,Technology,Computer Hardware
HTLF,Financial Services,Banks—Regional
TGTX,Healthcare,Biotechnology
MSM,Industrials,Industrial Distribution
HIG,Financial Services,Insurance—Property & Casualty
CLB,Energy,Oil & Gas Equipment & Services
SCCO,Basic Materials,Copper
CTLP,Technology,Information Technology Services
CMCO,Industrials,Farm & Heavy Construction Machinery
CSGS,Technology,Software—Infrastructure
HUBG,Industrials,Integrated Freight & Logistics
ABUS,Healthcare,Biotechnology
CENX,Basic Materials,Aluminum
SASR,Financial Services,Banks—Regional
TRV,Financial Services,Insurance—Property & Casualty
JAKK,Consumer Cyclical,Leisure
FCN,Industrials,Consulting Services
NBIX,Healthcare,Drug Manufacturers—Specialty & Generic
SSNC,Technology,Software—Application
SBSI,Financial Services,Banks—Regional
RUSHA,Consumer Cyclical,Auto & Truck Dealerships
ANSS,Technology,Software—Application
DCOM,Financial Services,Banks—Regional
FDS,Financial Services,Financial Data & Stock Exchanges
QGEN,Healthcare,Diagnostics & Research
OCFC,Financial Services,Banks—Regional
PEGA,Technology,Software—Application
STRA,Consumer Defensive,Education & Training Services
GERN,Healthcare,Biotechnology
TTEC,Technology,Information Technology Services
GES,Consumer Cyclical,Apparel Retail
CSV,Consumer Cyclical,Personal Services
SRCL,Industrials,Waste Management
ANF,Consumer Cyclical,Apparel Retail
BJRI,Consumer Cyclical,Restaurants
HIBB,Consumer Cyclical,Apparel Retail
WTFC,Financial Services,Banks—Regional
PAG,Consumer Cyclical,Auto & Truck Dealerships
TGI,Industrials,Aerospace & Defense
NOV,Energy,Oil & Gas Equipment & Services
UNFI,Consumer Defensive,Food Distribution
PLUS,Technology,Software—Application
NUS,Consumer Defensive,Household & Personal Products
STLD,Basic Materials,Steel
VSAT,Technology,Communication Equipment
DGX,Healthcare,Diagnostics & Research
LAD,Consumer Cyclical,Auto & Truck Dealerships
HLIO,Industrials,Specialty Industrial Machinery
CALM,Consumer Defensive,Farm Products
NSP,Industrials,Staffing & Employment Services
CERS,Healthcare,Medical Devices
VCEL,Healthcare,Biotechnology
MTN,Consumer Cyclical,Resorts & Casinos
GOGL,Industrials,Marine Shipping
CIEN,Technology,Communication Equipment
SLGN,Consumer Cyclical,Packaging & Containers
KMX,Consumer Cyclical,Auto & Truck Dealerships
EEFT,Technology,Software—Infrastructure
SSB,Financial Services,Banks—Regional
TTWO,Communication Services,Electronic Gaming & Multimedia
RMBS,Technology,Semiconductors
AMZN,Consumer Cyclical,Internet Retail
UCBI,Financial Services,Banks—Regional
QRVO,Technology,Semiconductors
SRPT,Healthcare,Biotechnology
RL,Consumer Cyclical,Apparel Manufacturing
INTT,Technology,Semiconductor Equipment & Materials
SLP,Healthcare,Health Information Services
PPBI,Financial Services,Banks—Regional
FIX,Industrials,Engineering & Construction
HLX,Energy,Oil & Gas Equipment & Services
EGHT,Technology,Software—Application
CXW,Industrials,Security & Protection Services
OZK,Financial Services,Banks—Regional
JLL,Real Estate,Real Estate Services
COLB,Financial Services,Banks—Regional
BFAM,Consumer Cyclical,Personal Services
AEHR,Technology,Semiconductor Equipment & Materials
PSMT,Consumer Defensive,Discount Stores
PETS,Healthcare,Pharmaceutical Retailers
YUM,Consumer Cyclical,Restaurants
PLCE,Consumer Cyclical,Apparel Retail
NAT,Industrials,Marine Shipping
CAC,Financial Services,Banks—Regional
RBA,Industrials,Specialty Business Services
OSIS,Technology,Electronic Components
CHRW,Industrials,Integrated Freight & Logistics
CHH,Consumer Cyclical,Lodging
DRQ,Energy,Oil & Gas Equipment & Services
MBWM,Financial Services,Banks—Regional
CWST,Industrials,Waste Management
GPI,Consumer Cyclical,Auto & Truck Dealerships
MTD,Healthcare,Diagnostics & Research
SAH,Consumer Cyclical,Auto & Truck Dealerships
AMG,Financial Services,Asset Management
INGR,Consumer Defensive,Packaged Foods
POWI,Technology,Semiconductors
URI,Industrials,Rental & Leasing Services
HOPE,Financial Services,Banks—Regional
HFWA,Financial Services,Banks—Regional
VRSN,Technology,Software—Infrastructure
MRCY,Industrials,Aerospace & Defense
PWR,Industrials,Engineering & Construction
SRDX,Healthcare,Medical Devices
OSPN,Technology,Software—Infrastructure
HLMN,Industrials,Tools & Accessories
TPB,Consumer Defensive,Tobacco
AMCR,Consumer Cyclical,Packaging & Containers
FERG,Industrials,Industrial Distribution
NCLH,Consumer Cyclical,Travel Services
BRKL,Financial Services,Banks—Regional
COLM,Consumer Cyclical,Apparel Manufacturing
UUUU,Energy,Uranium
PGC,Financial Services,Banks—Regional
PFBC,Financial Services,Banks—Regional
HTBK,Financial Services,Banks—Regional
LBAI,Financial Services,Banks—Regional
MANH,Technology,Software—Application
AMKR,Technology,Semiconductor Equipment & Materials
ICLR,Healthcare,Diagnostics & Research
